TransactionID,UserID,ProductCategory,PaymentMethod,TransactionAmount,ShippingAddressChanged,IsHighRiskCountry,NumPrevTransactions,DeviceType,UsedVPN,SessionDuration,IsFraud
961,2990,Home,Credit Card,77.27,No,No,15,Desktop,No,307.02,No
962,6299,Beauty,Debit Card,166.75,No,No,3,Tablet,No,349.58,No
963,4572,Electronics,Net Banking,24.39,No,No,31,Tablet,No,238.92,No
964,6975,Electronics,Wallet,162.42,No,No,83,Mobile,Yes,493.28,No
965,7320,Home,UPI,51.02,No,No,92,Desktop,No,138.94,No
966,5380,Clothing,Credit Card,20.94,No,No,94,Desktop,No,416.21,No
967,5757,Beauty,UPI,142.29,No,No,16,Mobile,No,318.95,No
968,3713,Home,Wallet,9.53,No,No,40,Tablet,No,361.71,No
969,6588,Electronics,UPI,72.31,No,No,88,Tablet,No,379.45,No
970,1966,Sports,Net Banking,6.6,No,No,44,Mobile,No,355.56,No
971,5944,Clothing,Debit Card,44.07,No,No,15,Desktop,Yes,218.9,No
972,4432,Sports,UPI,91.9,No,Yes,19,Tablet,No,271.37,No
973,1688,Home,Debit Card,81.22,No,No,41,Mobile,No,154.84,No
974,5243,Electronics,Wallet,51.86,No,No,9,Mobile,No,270.15,No
975,4701,Beauty,Debit Card,56.05,No,No,51,Mobile,No,332.25,No
976,9533,Sports,UPI,25.72,No,No,59,Tablet,No,360.71,No
977,6182,Beauty,UPI,60.86,No,No,47,Tablet,No,339.14,No
978,7704,Electronics,Credit Card,306.3,No,No,22,Mobile,No,124.49,No
979,5422,Sports,UPI,190.01,No,No,32,Mobile,No,243.78,No
980,2759,Beauty,Debit Card,15.69,No,No,76,Tablet,No,233.78,No
981,3482,Beauty,Credit Card,3.02,No,No,24,Tablet,Yes,168.98,No
982,9058,Sports,UPI,271.09,No,No,49,Tablet,No,216.41,No
983,1951,Electronics,UPI,74.81,No,No,99,Tablet,No,300.13,No
984,9914,Beauty,Wallet,77.18,No,No,87,Tablet,No,441.38,No
985,3079,Home,Credit Card,151.74,No,No,69,Mobile,Yes,204.69,No
986,3717,Sports,Wallet,37.79,No,No,78,Tablet,No,187.11,No
987,5524,Clothing,Wallet,65.76,No,No,54,Tablet,No,240.05,No
988,9477,Clothing,Wallet,346.3,No,No,97,Mobile,Yes,333.75,No
989,8311,Electronics,Net Banking,111.52,No,No,67,Mobile,No,422.37,No
990,8186,Home,Wallet,16.69,No,No,77,Desktop,No,291.35,No
991,3065,Beauty,Debit Card,14.3,No,No,3,Tablet,No,155.41,No
992,1768,Clothing,UPI,22.85,No,No,27,Desktop,No,176.69,No
993,6490,Electronics,Net Banking,145.55,No,No,28,Desktop,No,318.83,No
994,7645,Home,Wallet,35.01,No,No,81,Mobile,No,399.53,No
995,6083,Home,UPI,2.16,Yes,No,83,Mobile,No,481.57,No
996,6232,Electronics,Credit Card,288.55,No,No,47,Desktop,No,181.76,No
997,6797,Electronics,Credit Card,18.6,No,No,95,Desktop,No,313.98,No
998,5926,Beauty,UPI,0.96,No,No,71,Desktop,No,197.02,No
999,7016,Electronics,Debit Card,27.07,No,No,12,Desktop,Yes,210.14,No
1000,4335,Beauty,UPI,26.79,No,No,42,Tablet,No,201.67,No
1001,9038,Beauty,UPI,54.82,No,No,8,Desktop,No,266.57,No
1002,5873,Sports,Net Banking,253.06,No,No,39,Mobile,No,211.77,No
1003,2481,Home,Credit Card,211.35,No,No,45,Desktop,No,547.88,No
1004,7305,Home,Credit Card,61.05,Yes,No,57,Desktop,Yes,254.03,No
1005,4451,Home,Wallet,52.92,No,No,96,Mobile,No,398.78,No
1006,1054,Sports,UPI,80.97,No,No,55,Desktop,No,234.05,No
1007,8643,Beauty,UPI,27.9,No,No,11,Mobile,Yes,523.32,No
1008,4462,Beauty,Debit Card,5.36,No,No,24,Tablet,No,333.91,No
1009,1832,Electronics,Credit Card,280.06,No,No,88,Tablet,No,383.69,No
1010,6954,Sports,Debit Card,20.67,No,No,15,Mobile,No,240.89,No
1011,9519,Electronics,Net Banking,22.11,No,No,50,Tablet,No,397.64,No
1012,8221,Sports,Wallet,63.95,No,Yes,79,Tablet,No,333.49,No
1013,4310,Electronics,Debit Card,67.65,No,No,98,Tablet,No,262.1,No
1014,4300,Clothing,Credit Card,1.86,No,No,86,Mobile,No,192.01,No
1015,7722,Home,Net Banking,16.01,No,No,71,Desktop,Yes,276.25,No
1016,8218,Home,UPI,47.51,No,No,52,Tablet,No,267.69,No
1017,8776,Beauty,Net Banking,115.12,No,No,51,Desktop,No,386.9,No
1018,4675,Clothing,Debit Card,25.93,No,No,66,Desktop,No,276.78,No
1019,4054,Home,Credit Card,54.99,No,No,23,Tablet,No,107.85,No
1020,8970,Beauty,Debit Card,81.5,No,No,85,Tablet,No,364.62,No
1021,3143,Clothing,UPI,219.46,No,No,13,Desktop,Yes,429.32,No
1022,6207,Home,UPI,39.46,No,No,21,Tablet,No,133.39,No
1023,3538,Electronics,Credit Card,14.34,Yes,No,97,Mobile,No,480.47,No
1024,5547,Sports,Wallet,67.19,No,No,99,Mobile,No,439.67,No
1025,6619,Clothing,Net Banking,137.33,No,No,30,Tablet,No,236.91,No
1026,9356,Beauty,Net Banking,11.64,No,No,84,Desktop,Yes,188.28,No
1027,7612,Clothing,UPI,55.28,No,No,57,Tablet,Yes,405.3,No
1028,6005,Beauty,Debit Card,1.79,No,No,68,Mobile,No,163.04,No
1029,1822,Clothing,Debit Card,3.41,No,No,18,Desktop,No,233.17,No
1030,1943,Beauty,Wallet,65.96,No,No,52,Tablet,No,168.49,No
1031,7150,Home,Debit Card,35.41,No,No,84,Mobile,No,300.59,No
1032,5425,Electronics,Net Banking,186.5,No,No,1,Desktop,Yes,446.52,No
1033,9966,Home,Debit Card,92.17,No,No,52,Mobile,No,337.49,No
1034,3198,Electronics,Wallet,60.5,No,No,66,Tablet,No,401.81,No
1035,5242,Home,Net Banking,52.41,No,No,46,Tablet,No,264.82,No
1036,4695,Home,Debit Card,68.77,Yes,No,52,Mobile,No,309.73,No
1037,4452,Clothing,Net Banking,4.13,Yes,No,56,Mobile,No,177.36,No
1038,2308,Sports,UPI,223.3,Yes,No,93,Mobile,No,290.31,No
1039,5177,Beauty,UPI,637.9,No,No,97,Mobile,No,225.4,No
1040,9705,Beauty,UPI,20.03,No,No,24,Mobile,No,283.97,No
1041,7852,Beauty,Debit Card,12.83,No,No,34,Desktop,No,277.1,No
1042,7035,Electronics,Wallet,15.5,No,No,28,Tablet,No,268.56,No
1043,4594,Beauty,Net Banking,108.18,No,No,75,Desktop,No,510.76,No
1044,5841,Beauty,Credit Card,108.31,No,No,86,Mobile,Yes,476.75,No
1045,2409,Clothing,UPI,188.34,No,No,91,Desktop,Yes,441.61,No
1046,5566,Home,UPI,139.36,No,No,16,Tablet,No,479.51,No
1047,5491,Beauty,Credit Card,59.73,No,No,79,Mobile,Yes,441.93,No
1048,2555,Sports,Credit Card,94.9,Yes,No,48,Mobile,No,297.76,No
1049,1804,Beauty,Debit Card,116.57,No,No,55,Tablet,No,287.51,No
1050,2279,Electronics,Net Banking,71.9,No,No,72,Desktop,No,323.54,No
1051,8083,Electronics,UPI,64.56,No,Yes,2,Tablet,No,278.93,No
1052,6986,Electronics,Wallet,103.59,No,Yes,21,Tablet,No,196,No
1053,6619,Beauty,Debit Card,81.53,No,No,94,Desktop,Yes,329.66,No
1054,2387,Clothing,Debit Card,103.27,Yes,No,13,Desktop,No,143.39,No
1055,3679,Sports,Wallet,94.9,Yes,No,2,Mobile,No,313.76,No
1056,3106,Beauty,Wallet,127.01,Yes,Yes,37,Mobile,No,200.52,Yes
1057,9173,Clothing,Wallet,102.95,No,No,86,Mobile,No,291.9,No
1058,5223,Clothing,Credit Card,73.34,No,No,20,Tablet,Yes,319.12,No
1059,5831,Beauty,UPI,114.51,No,No,50,Desktop,No,264.71,No
1060,3768,Beauty,Credit Card,59.69,No,No,23,Desktop,No,135.95,No
1061,4186,Clothing,UPI,27.66,No,No,95,Mobile,No,181.2,No
1062,3573,Clothing,Credit Card,0.14,No,No,44,Tablet,No,345.82,No
1063,3599,Clothing,Net Banking,82.09,No,No,68,Tablet,No,244.26,No
1064,5033,Beauty,UPI,89.32,No,No,96,Desktop,No,356.08,No
1065,9428,Clothing,Debit Card,357.73,No,No,43,Desktop,No,300.97,No
1066,2304,Electronics,UPI,44.86,No,No,46,Desktop,Yes,280.22,No
1067,8368,Beauty,UPI,50.11,Yes,No,56,Desktop,No,334.76,No
1068,6877,Electronics,UPI,22.54,No,No,18,Tablet,No,232.51,No
1069,2301,Home,Net Banking,7.31,Yes,No,33,Mobile,No,340.04,No
1070,3541,Beauty,Credit Card,148.19,No,No,2,Desktop,No,258.05,No
1071,3051,Home,Debit Card,28.73,No,No,38,Desktop,No,553.63,No
1072,7809,Clothing,Credit Card,93.88,No,No,91,Desktop,No,186.61,No
1073,9633,Clothing,Credit Card,116.4,No,No,74,Tablet,No,264.28,No
1074,9996,Sports,Wallet,63.72,No,No,59,Mobile,Yes,268.31,No
1075,1074,Clothing,Net Banking,209.03,No,No,9,Tablet,No,164.81,No
1076,7981,Home,Wallet,58.66,No,No,39,Mobile,No,372.58,No
1077,6475,Clothing,Net Banking,33.53,No,No,1,Tablet,Yes,257.13,No
1078,9232,Beauty,Credit Card,226.35,No,No,44,Desktop,No,62.02,No
1079,8184,Clothing,Credit Card,197.73,No,No,26,Desktop,No,369.51,No
1080,6796,Sports,Net Banking,17.92,No,Yes,52,Mobile,No,236.38,No
1081,8141,Clothing,Credit Card,2.63,No,No,8,Tablet,Yes,289.51,No
1082,2622,Home,Credit Card,9.43,No,No,0,Mobile,No,367.68,No
1083,9041,Home,Debit Card,33.76,No,No,32,Tablet,No,263.53,No
1084,1341,Clothing,Wallet,358.49,No,No,37,Desktop,No,262.71,No
1085,3074,Home,Wallet,81.76,No,No,56,Mobile,No,546.47,No
1086,8992,Home,Wallet,46.72,No,No,32,Mobile,Yes,84.63,No
1087,1645,Sports,UPI,219.57,No,No,47,Desktop,No,171.4,No
1088,5263,Beauty,Debit Card,60.36,No,No,2,Desktop,No,190.79,No
1089,9801,Sports,Wallet,37.87,No,No,31,Desktop,No,478.9,No
1090,7136,Electronics,Wallet,283.39,No,No,76,Desktop,No,235.54,No
1091,9646,Sports,Debit Card,189.39,No,No,20,Desktop,No,324.02,No
1092,3969,Clothing,Credit Card,185.58,No,No,67,Desktop,No,252.59,No
1093,4028,Beauty,Wallet,71.8,No,No,16,Tablet,No,360.32,No
1094,8643,Clothing,Credit Card,155.8,No,No,41,Tablet,Yes,298.73,No
1095,3681,Electronics,Wallet,19.77,No,No,67,Mobile,No,325.31,No
1096,4629,Beauty,Net Banking,85.15,No,No,83,Tablet,No,428.72,No
1097,5225,Home,UPI,412.56,No,No,11,Mobile,No,344.03,No
1098,4067,Sports,Wallet,34.38,No,No,89,Tablet,No,226.49,No
1099,6941,Clothing,Net Banking,158.16,No,No,44,Tablet,No,331.21,No
1100,2386,Electronics,Debit Card,67.43,No,No,35,Desktop,No,541.87,No
1101,3866,Home,Net Banking,4.06,No,No,79,Tablet,Yes,356.5,No
1102,5788,Sports,Debit Card,143.98,No,No,50,Tablet,Yes,315.19,No
1103,6490,Home,Wallet,18.46,No,No,6,Tablet,No,162.94,No
1104,5124,Sports,Debit Card,99.82,No,No,32,Desktop,No,372.44,No
1105,9340,Beauty,Net Banking,8.96,No,No,47,Desktop,Yes,387.22,No
1106,4850,Home,UPI,293.5,No,No,65,Tablet,No,331.27,No
1107,6415,Home,Credit Card,34.49,No,No,32,Mobile,No,311.41,No
1108,8679,Home,Credit Card,25.68,No,No,77,Tablet,No,583.25,No
1109,7819,Beauty,UPI,13.83,No,No,83,Desktop,Yes,385.54,No
1110,9378,Electronics,Credit Card,291.88,No,No,26,Desktop,No,424,No
1111,2333,Sports,Wallet,124.45,No,No,46,Mobile,Yes,306.69,No
1112,5150,Home,Wallet,135.35,No,No,84,Desktop,Yes,286.84,No
1113,7766,Beauty,Net Banking,69.2,No,No,65,Desktop,No,363.21,No
1114,3711,Electronics,Net Banking,64.38,No,No,42,Tablet,Yes,286.75,No
1115,5853,Sports,Debit Card,11.66,No,No,79,Mobile,Yes,294.96,No
1116,7212,Beauty,Net Banking,82.06,No,No,18,Desktop,No,346.32,No
1117,8479,Sports,Wallet,28.36,No,No,67,Desktop,No,248.72,No
1118,6408,Home,Net Banking,377.86,No,No,9,Tablet,No,322.04,No
1119,8715,Electronics,Credit Card,159.25,No,No,21,Tablet,No,308.01,No
1120,9942,Beauty,Debit Card,53.27,No,No,75,Tablet,No,396.7,No
1121,2762,Electronics,Debit Card,16.41,No,No,65,Tablet,No,238.87,No
1122,8101,Home,Wallet,153.87,No,No,1,Mobile,Yes,100.01,No
1123,8674,Electronics,Net Banking,13.02,Yes,No,97,Tablet,Yes,268.94,No
1124,7122,Electronics,Credit Card,20.99,No,No,17,Mobile,No,339.73,No
1125,1481,Clothing,Net Banking,23.76,No,No,79,Desktop,No,396.41,No
1126,1153,Electronics,UPI,81.39,No,No,18,Desktop,No,230.72,No
1127,8617,Sports,Net Banking,154.67,No,No,88,Tablet,No,354.21,No
1128,2524,Beauty,Wallet,37.73,No,No,29,Tablet,No,413.52,No
1129,3120,Clothing,Net Banking,8.85,Yes,No,5,Tablet,No,375.13,No
1130,3343,Beauty,Debit Card,62.46,No,No,26,Desktop,No,220.94,No
1131,6136,Beauty,Credit Card,137.88,No,No,14,Desktop,No,231.68,No
1132,6760,Home,Wallet,25.06,No,No,30,Desktop,Yes,343.5,No
1133,2240,Home,UPI,24.84,No,No,43,Mobile,No,462.53,No
1134,1060,Clothing,Credit Card,294.18,Yes,No,85,Desktop,No,301.42,No
1135,2639,Home,Credit Card,308.25,No,No,75,Tablet,No,283.47,No
1136,7185,Home,Debit Card,465.29,No,No,9,Mobile,No,163.04,No
1137,8970,Home,Debit Card,164.85,No,No,20,Mobile,No,263.57,No
1138,2252,Beauty,Debit Card,20.85,Yes,No,46,Mobile,No,228.48,No
1139,5203,Clothing,Wallet,23.82,No,No,54,Desktop,No,302.72,No
1140,9363,Beauty,Net Banking,41.59,No,No,94,Desktop,No,148.72,No
1141,4549,Sports,Credit Card,38.29,No,No,35,Desktop,No,267.14,No
1142,5197,Beauty,Net Banking,313.56,No,No,73,Desktop,No,199.11,No
1143,8009,Sports,Net Banking,155.62,No,No,57,Tablet,No,394.02,No
1144,7667,Electronics,Debit Card,128.74,No,No,18,Mobile,No,214.08,No
1145,3322,Electronics,Net Banking,20.57,No,No,86,Mobile,No,242.77,No
1146,5090,Sports,Credit Card,240.27,Yes,No,63,Mobile,No,328.21,No
1147,7960,Sports,Credit Card,175.95,No,No,9,Mobile,No,254.63,No
1148,4004,Beauty,UPI,17.87,No,No,48,Mobile,Yes,535.95,No
1149,6136,Sports,Wallet,204.93,No,No,53,Tablet,Yes,393.05,No
1150,1329,Clothing,Net Banking,31.78,No,No,60,Tablet,No,301.72,No
1151,4640,Electronics,Wallet,8.43,No,No,58,Mobile,No,336.81,No
1152,8982,Electronics,Wallet,106.95,No,No,90,Mobile,No,64.46,No
1153,5107,Sports,Wallet,106.08,Yes,No,1,Desktop,Yes,423.17,Yes
1154,2341,Home,Wallet,9.97,No,No,74,Mobile,No,351.19,No
1155,9407,Home,Credit Card,38.4,No,No,7,Tablet,No,292.68,No
1156,1338,Sports,Net Banking,493.57,No,No,18,Desktop,No,356.58,No
1157,6895,Clothing,UPI,113.45,No,Yes,79,Tablet,No,368.78,No
1158,3708,Home,Wallet,130.96,No,No,67,Desktop,No,258.36,No
1159,2750,Sports,UPI,23.94,No,No,13,Desktop,Yes,338.02,No
1160,6604,Clothing,Credit Card,8.21,No,No,21,Mobile,No,404.87,No
1161,3421,Clothing,Credit Card,32.42,No,No,16,Tablet,No,345.49,No
1162,8119,Beauty,Debit Card,28.62,No,Yes,62,Tablet,Yes,274.74,Yes
1163,9901,Clothing,Wallet,26.73,No,No,25,Mobile,No,329.67,No
1164,6319,Home,Debit Card,21.41,No,No,98,Desktop,No,438.22,No
1165,7609,Home,UPI,85.51,No,No,35,Desktop,No,378.4,No
1166,6387,Sports,Net Banking,39.77,Yes,No,44,Tablet,No,183.69,No
1167,4993,Sports,Debit Card,171.67,No,No,29,Mobile,No,358.67,No
1168,9680,Clothing,Credit Card,20.33,Yes,No,20,Mobile,No,345.42,No
1169,9044,Electronics,Wallet,62.48,No,No,19,Tablet,No,416.41,No
1170,9238,Beauty,UPI,1.38,No,No,41,Desktop,No,303.28,No
1171,5873,Electronics,Credit Card,65.72,No,No,89,Desktop,No,263.07,No
1172,5806,Clothing,Net Banking,5.75,Yes,No,55,Mobile,No,163.18,No
1173,9592,Clothing,Wallet,380.42,Yes,No,11,Desktop,No,230.54,No
1174,6913,Electronics,Net Banking,156.35,No,No,7,Desktop,No,420.79,No
1175,8124,Beauty,Net Banking,67.36,No,Yes,98,Desktop,No,319.8,No
1176,4157,Electronics,Wallet,9.06,No,No,92,Tablet,No,290.02,No
1177,1390,Sports,Wallet,89.76,No,No,62,Mobile,No,429.56,No
1178,5430,Home,Net Banking,142.2,Yes,No,55,Tablet,No,408.96,No
1179,9820,Sports,UPI,21.16,No,No,6,Tablet,No,226.43,No
1180,8686,Home,Wallet,83.98,No,No,61,Desktop,No,420.1,No
1181,5232,Clothing,Credit Card,168.31,No,No,60,Mobile,No,134.14,No
1182,9007,Beauty,Debit Card,146.21,No,No,9,Desktop,No,345.95,No
1183,2521,Electronics,UPI,162.45,No,No,49,Mobile,Yes,334.13,No
1184,2500,Beauty,Wallet,211.46,No,No,19,Desktop,No,414.98,No
1185,7737,Electronics,Wallet,277.55,No,No,27,Mobile,No,338.1,No
1186,4294,Sports,UPI,52.01,No,No,13,Mobile,No,275.54,No
1187,6085,Sports,Debit Card,84.11,No,No,75,Desktop,Yes,283.44,No
1188,3419,Electronics,Net Banking,156.38,No,No,7,Desktop,No,569.32,No
1189,4042,Beauty,Credit Card,119.45,No,No,6,Tablet,No,308.26,No
1190,5497,Electronics,Wallet,540.82,No,No,4,Tablet,No,359.71,No
1191,2466,Clothing,Debit Card,1.38,No,No,0,Mobile,No,97.88,No
1192,4561,Sports,Credit Card,43.87,No,No,72,Desktop,No,217.26,No
1193,1614,Clothing,UPI,32.99,No,No,81,Desktop,No,351.88,No
1194,6392,Sports,Wallet,30.42,No,No,9,Tablet,No,138.55,No
1195,8693,Sports,Net Banking,25.17,No,No,57,Desktop,No,354.94,No
1196,4223,Home,UPI,123.49,No,No,64,Mobile,No,227.49,No
1197,8138,Clothing,Wallet,8.86,Yes,No,59,Mobile,No,196.61,No
1198,3667,Clothing,Debit Card,135.33,No,No,19,Mobile,No,227.12,No
1199,8980,Home,Credit Card,118.23,No,No,57,Tablet,No,452.75,No
1200,1130,Beauty,Credit Card,28.88,No,No,42,Mobile,Yes,333.34,No
1201,3983,Clothing,Wallet,29.15,No,No,28,Tablet,No,208.96,No
1202,5278,Electronics,UPI,99.12,No,Yes,1,Tablet,No,377.53,No
1203,8126,Home,Net Banking,143.62,No,No,25,Mobile,No,382.97,No
1204,9230,Clothing,Debit Card,209.14,No,No,74,Tablet,No,261.87,No
1205,8694,Beauty,Wallet,191.15,No,No,88,Tablet,No,395.92,No
1206,7640,Clothing,Debit Card,334.91,No,No,97,Mobile,Yes,400.67,No
1207,6468,Sports,Credit Card,87.08,No,No,58,Mobile,No,385.13,No
1208,1920,Electronics,Net Banking,239.31,No,No,0,Tablet,No,232.62,No
1209,8564,Home,Debit Card,165.29,No,No,30,Tablet,No,182.09,No
1210,9684,Sports,Wallet,225.06,No,No,37,Desktop,No,130.71,No
1211,9502,Beauty,Net Banking,1.17,No,No,21,Mobile,No,234.45,No
1212,9930,Sports,UPI,337.85,No,Yes,65,Desktop,No,263.22,No
1213,4241,Sports,Wallet,64.16,No,No,46,Tablet,No,271.36,No
1214,1545,Beauty,Debit Card,160.04,No,No,0,Desktop,No,295.28,No
1215,5346,Sports,Net Banking,13.61,No,No,87,Tablet,No,473.3,No
1216,4810,Home,Wallet,50.41,Yes,No,49,Desktop,Yes,266.04,No
1217,8206,Clothing,Net Banking,31.67,Yes,No,35,Tablet,No,295.12,No
1218,3032,Sports,Net Banking,34.48,No,No,44,Tablet,No,118.24,No
1219,9436,Home,Net Banking,13.15,No,No,35,Tablet,No,522.8,No
1220,1271,Clothing,Debit Card,163.87,No,Yes,33,Mobile,No,168.41,No
1221,4511,Clothing,Wallet,0.93,No,No,8,Tablet,No,229.31,No
1222,2771,Sports,Credit Card,37.47,No,No,75,Mobile,No,369.57,No
1223,5361,Home,Credit Card,19.17,No,No,83,Tablet,No,324.62,No
1224,8069,Sports,Debit Card,88.93,No,No,3,Desktop,No,464.32,No
1225,1920,Beauty,Debit Card,29.34,No,Yes,78,Tablet,No,372,No
1226,9190,Clothing,Net Banking,29.98,No,No,62,Tablet,No,291.87,No
1227,4430,Sports,Wallet,67.01,No,No,3,Desktop,No,404.41,No
1228,5435,Clothing,Wallet,105.75,No,No,4,Tablet,Yes,416.13,No
1229,4760,Home,UPI,12.93,No,Yes,9,Tablet,No,233.98,No
1230,3050,Electronics,UPI,19.3,No,No,43,Tablet,Yes,396.3,No
1231,2165,Sports,Credit Card,28.39,No,No,39,Desktop,No,277.77,No
1232,9567,Sports,UPI,364,No,No,35,Tablet,No,289.65,No
1233,3033,Clothing,UPI,50.61,No,No,34,Mobile,No,314.29,No
1234,7467,Home,Credit Card,91.38,No,No,58,Mobile,No,261.92,No
1235,1145,Beauty,Credit Card,27.65,No,No,64,Mobile,No,256.54,No
1236,5388,Home,UPI,67.42,No,No,81,Mobile,Yes,398.47,No
1237,8832,Sports,Wallet,7.7,No,No,30,Desktop,No,147.11,No
1238,9623,Beauty,UPI,3.54,No,Yes,45,Tablet,No,193.84,No
1239,9896,Home,Net Banking,63.25,No,No,48,Mobile,No,367.47,No
1240,9173,Electronics,Net Banking,50.86,No,No,5,Tablet,No,292.71,No
1241,3632,Clothing,Net Banking,14.72,Yes,No,69,Tablet,No,399.15,No
1242,5494,Home,Debit Card,116.35,No,No,18,Desktop,No,335.79,No
1243,9056,Home,Net Banking,494.82,No,Yes,95,Tablet,No,166.63,No
1244,8511,Electronics,Wallet,50.36,No,No,41,Mobile,No,306.28,No
1245,2828,Sports,Debit Card,97.97,No,No,29,Mobile,No,353.45,No
1246,5805,Clothing,Debit Card,329.62,No,No,25,Desktop,Yes,323.4,No
1247,1806,Home,Net Banking,178.1,No,No,2,Mobile,No,253.17,No
1248,8486,Beauty,UPI,62.28,No,No,32,Mobile,No,272.61,No
1249,9202,Home,Credit Card,133.75,No,No,49,Desktop,No,243.99,No
1250,2868,Clothing,UPI,13.71,No,No,30,Desktop,No,167.48,No
1251,8878,Home,UPI,71.77,No,No,83,Mobile,No,153.73,No
1252,6690,Electronics,Debit Card,32.72,No,No,67,Desktop,No,339,No
1253,8827,Home,Debit Card,17.57,No,No,95,Desktop,No,212.85,No
1254,6429,Home,Debit Card,55.56,No,No,81,Mobile,No,357.56,No
1255,4564,Beauty,Wallet,14.04,No,No,9,Mobile,No,240.49,No
1256,2389,Electronics,Wallet,120.06,No,No,21,Desktop,No,168.69,No
1257,8274,Electronics,Credit Card,60.92,No,No,62,Tablet,Yes,259.21,No
1258,1824,Home,Debit Card,75.75,Yes,No,53,Tablet,No,509.44,No
1259,3265,Beauty,Net Banking,15.83,No,No,50,Mobile,No,290.44,No
1260,1936,Home,Debit Card,15.06,No,No,80,Mobile,No,364.59,No
1261,7402,Home,Wallet,87.57,No,No,3,Tablet,No,316.88,No
1262,4845,Clothing,Debit Card,420.04,No,No,36,Desktop,No,159.48,No
1263,2796,Clothing,Wallet,10.12,No,No,70,Tablet,Yes,444.9,No
1264,9245,Beauty,Debit Card,33.65,No,No,62,Tablet,No,275.22,No
1265,8214,Sports,Net Banking,203.61,No,No,50,Mobile,Yes,168.95,No
1266,1726,Clothing,Credit Card,7.5,No,No,7,Desktop,No,248.78,No
1267,3736,Sports,Net Banking,208.66,No,No,0,Tablet,No,279.38,No
1268,2913,Electronics,Wallet,74.29,No,No,7,Desktop,No,374.95,No
1269,8657,Clothing,UPI,52.47,No,No,82,Mobile,No,231.92,No
1270,3466,Clothing,Net Banking,37.06,No,No,80,Tablet,No,562.03,No
1271,8312,Beauty,Debit Card,35.26,No,No,54,Mobile,No,206.28,No
1272,9194,Sports,Credit Card,36.5,Yes,No,8,Tablet,Yes,361.2,No
1273,8906,Clothing,Debit Card,216.11,No,No,50,Desktop,No,102.6,No
1274,5876,Clothing,Debit Card,128.66,No,No,15,Mobile,No,287.63,No
1275,8287,Beauty,Net Banking,110.78,No,No,52,Desktop,No,336.72,No
1276,1892,Beauty,Credit Card,160.32,No,No,58,Tablet,No,188.04,No
1277,5675,Sports,UPI,29.72,Yes,No,44,Mobile,No,449.9,No
1278,2933,Electronics,Debit Card,96.24,No,No,36,Desktop,No,343.45,No
1279,2380,Electronics,Credit Card,61.63,No,No,90,Desktop,No,268.24,No
1280,2290,Home,UPI,152.53,Yes,No,65,Tablet,No,342.37,No
1281,2640,Clothing,Debit Card,37,No,No,63,Mobile,No,240.67,No
1282,8490,Sports,Credit Card,103.05,No,No,35,Desktop,No,425.14,No
1283,2218,Clothing,Net Banking,213.89,No,No,75,Mobile,No,401.53,No
1284,6016,Sports,Debit Card,51.44,No,Yes,49,Mobile,No,337.34,No
1285,7881,Sports,Debit Card,6.89,No,No,98,Mobile,No,361.17,No
1286,1954,Sports,Credit Card,72.58,No,No,94,Mobile,No,152.28,No
1287,8291,Clothing,Debit Card,42.46,No,No,52,Tablet,No,446.69,No
1288,1974,Beauty,UPI,111.54,No,No,56,Desktop,No,290.06,No
1289,5133,Clothing,Debit Card,301.66,No,No,18,Mobile,No,402.5,No
1290,6370,Sports,Wallet,66.48,No,No,25,Desktop,No,374.98,No
1291,4972,Home,UPI,62.77,No,No,99,Desktop,No,400.97,No
1292,6295,Electronics,Credit Card,106.3,No,No,67,Desktop,No,195.22,No
1293,9228,Sports,UPI,10.93,No,No,42,Tablet,No,207.95,No
1294,4020,Home,Wallet,29.24,No,No,94,Mobile,No,524.83,No
1295,9987,Beauty,Wallet,251.31,No,No,57,Mobile,Yes,148.07,No
1296,5036,Sports,Debit Card,110.85,No,No,76,Desktop,Yes,190.24,No
1297,6068,Home,Debit Card,1.35,No,No,58,Desktop,No,304.32,No
1298,6233,Sports,Net Banking,22.89,No,No,45,Tablet,No,304.5,No
1299,1317,Clothing,UPI,114.83,No,No,67,Tablet,No,246,No
1300,3396,Home,Net Banking,144.56,No,No,39,Desktop,No,361.61,No
1301,3162,Clothing,Wallet,183.17,No,No,12,Mobile,Yes,390.21,No
1302,3745,Clothing,Debit Card,34.56,No,No,8,Tablet,No,298.18,No
1303,2591,Home,Debit Card,267.41,No,No,65,Mobile,No,273.15,No
1304,7183,Electronics,Debit Card,80.51,No,No,98,Tablet,Yes,297.77,No
1305,4930,Home,Credit Card,119.25,Yes,No,52,Mobile,No,250.26,No
1306,2312,Electronics,Wallet,90.82,No,No,75,Desktop,No,130.18,No
1307,5311,Sports,Debit Card,13.1,No,No,80,Tablet,No,330.09,No
1308,8314,Sports,Wallet,329.99,No,No,3,Desktop,No,376.58,No
1309,3383,Home,Debit Card,13.11,No,No,13,Tablet,No,284.61,No
1310,4239,Sports,UPI,29.42,Yes,No,84,Desktop,No,73.49,No
1311,3139,Beauty,Wallet,168,No,No,7,Tablet,No,242.83,No
1312,2704,Clothing,Net Banking,96.39,Yes,No,96,Tablet,No,390.57,No
1313,7924,Clothing,Credit Card,182.11,No,No,61,Tablet,No,156.18,No
1314,1362,Electronics,Net Banking,72.51,No,No,44,Mobile,No,369.59,No
